FinalPortfolioValue
91492.71070822555
130986.4177812268
54238.6338088817
202635.34553408052
164705.03174533343
105552.12387558435
106323.7321146638
227555.8163126517
147138.42261093212
142402.15533513838
97091.48370640534
137536.40409314478
106523.71578643097
86690.62891473148
108249.43614523267
103488.17235828318
108892.68561084122
100808.12259508902
158258.16790749095
161285.82656718127
128211.45186292408
121625.7470852991
289773.7326056222
251067.14806571847
109772.17709513455
213463.41682245833
339660.0713110799
92538.70940444262
124678.9745359646
112804.37065333438
201331.70752809345
161968.58307258537
255520.77757207476
144118.84751053248
219224.5783062273
168612.81073866392
130310.15887197045
76997.34194422049
88223.00826388526
120749.86458444693
194998.1765776368
84757.96045631821
101976.05559654364
196883.27434458624
114455.3143897984
109719.10762827062
91600.49904583015
250292.99454403712
126584.98668149546
130910.55587431416
83325.9626897377
99557.17550295923
62825.66852859256
186615.29367074923
94959.7308234653
83176.55646164842
97485.70303054395
120150.24193531946
163207.711072858
136292.04328053904
93927.37582346273
104127.14270316588
90298.4194725918
97914.329179128
93088.83429937324
96413.14256610145
110554.80678977353
114698.30180274413
131490.47014627207
212386.67834090468
80233.47087140495
93841.26863379485
77279.37324181704
243872.37877774006
89600.21925473206
143707.46031189786
79899.40229420674
123503.61302908634
111783.42682999274
86572.06211487831
93892.56561233835
159222.55083750637
68714.7190719127
261602.74746980015
97461.7890524367
135723.20205749694
88855.41917911726
151913.74105426468
184083.0232464612
218756.82084359016
106458.93502106359
107907.09353627068
160356.13296168172
61721.37906340552
129439.68792065585
71450.09810247968
85084.18406192059
115452.16142466241
129801.73623789503
282902.21906402556
117642.78267128105
94549.87120761655
163040.98092049858
64312.603111190234
85206.34967271758
121901.69698198368
158618.09829844077
116282.64213127863
144088.37200009794
93700.67889801368
223539.13828317478
129829.12473889177
96227.05015186194
110598.32533751463
113021.36543100025
113226.20411581198
76786.91606755447
218907.41674019024
133297.14268780322
99054.28484798907
61785.5043519098
159508.22322941592
145060.3864059345
95953.65463688859
114890.9176274534
106194.965566719
110133.54398241217
96382.7974562104
119368.93170208205
116545.63435224135
112726.2403723963
84479.8272587769
117921.09286796456
111541.12866152155
70996.78006270478
94988.18014660975
98127.51074833947
105309.14284804159
103882.47383752644
153543.1704332628
85266.63739869159
112661.47800426361
107065.1891860318
167502.65692053433
143228.52460025586
81783.53692855178
120057.01029553883
166330.88661359978
188405.09930703693
123409.88933745163
78867.5625982071
254410.1253630631
113949.40907919474
115489.10918482901
96190.16638211386
136693.42369390963
173879.85412724398
130229.83822247488
111736.58587832126
216892.17488495947
134043.3769295506
113406.6292142468
84474.10023160056
131014.70974136471
107725.70062035907
196106.26254162667
124875.99416007161
119137.75268281365
97296.66334475037
116306.60756000626
123938.26583226453
144385.50818403755
109409.9998295907
65984.8367535443
117297.56405329071
191380.12772897576
128184.049404528
119936.56434782821
164314.30887071902
128114.55382724157
74528.55620384827
157234.6213701328
127452.03662325254
206402.17335378905
142744.70396381247
138646.25338960672
107747.49703052988
129885.07310935004
141464.98466263304
70349.84471552834
97774.97385659981
115676.08829803305
208094.6376079403
112145.78853471472
72758.68612288499
121355.15416680602
107856.13369662009
124366.2365471281
97745.50603193384
117872.27586030646
92181.8724528215
257284.0746680804
138164.5330820394
189181.4975662775
119938.00881876051
84861.78920244476
155960.5094425509
97281.04377493633
101617.21558384068
215704.02656322814
142145.82260633097
136914.9319978769
142437.9704397138
211979.5964264772
90548.45559317734
137454.09009996467
129085.34000326192
100454.54538049326
206154.3017963391
136740.78512670752
152247.58983394824
105540.04401227107
104211.22300603573
148161.5387639327
187897.1988206878
179065.7692425215
221903.03041849338
107003.794773263
153490.81995713178
158522.85254797435
123935.48736581666
89160.92324916192
129640.8825802927
226588.31660652993
188705.29896488646
123110.68706201398
212040.9811217152
131101.46325978177
167687.17266321773
141153.47238043655
142649.88428196605
55147.32995359688
133479.5254642668
82930.14162671585
119615.68700689958
129292.59643867903
129478.71849348214
120901.5305718823
84593.05462232619
162401.9052972663
155818.66309720255
103987.48317748864
96084.84148836904
85263.45654759587
131351.86764350295
155169.15051198215
111957.80222911907
112511.04149443492
115914.4657656481
166282.78744128533
124671.36948144693
147362.78392460942
86330.00390268708
108179.7812912965
116779.75768562338
92048.72233262841
147487.11970612546
147675.9373603647
169319.29972413697
105865.38600280727
152019.0620781603
134040.60480874826
210735.86554464966
78978.79442476889
88909.14199972822
99291.9048478267
106076.44189292897
94754.18280658028
119172.45290919898
161204.7091780164
268730.0030039029
94097.20407677819
163866.54158243485
101166.3660420632
103599.03695915815
105572.23747904689
164049.1130868005
60225.102115940965
104944.98352577646
119928.9310782572
312655.96707443165
112947.35353666315
183757.05178153634
135881.79332497707
79071.07398776067
143625.49012751257
88170.3707184291
175624.07505501178
88830.84023609021
153667.38432427042
72762.97647302615
119900.28837048238
134013.66385595093
200992.40393505988
131503.75411968734
172655.3847713038
111239.69534916259
185824.45618806258
111824.68109900478
138975.30099835523
147049.92729922762
65374.63955855518
94203.38870936514
181781.771271175
131644.2134708944
173463.36872045227
233040.23214827187
93604.2841133995
142947.55480449478
96310.9289886612
84247.018133533
126313.03333714657
132479.04195260745
158236.351603879
108522.16864646116
180190.29927809286
119300.52379353938
137856.15205658827
131949.5175352114
218876.77987305136
89347.2701360072
79369.14760013287
225497.36677371597
164394.44437034897
213362.64800837042
179852.1682957559
151762.83769505718
76422.67547946789
172154.8590005742
94819.11127137358
94302.27514155835
76171.7437768561
131232.6175284007
73586.1024295024
143540.88332982393
101724.65948679886
132941.144022827
126603.73849725205
111013.84528708483
127700.48214178113
225291.28110772194
85138.42619061211
163313.47143988326
109493.55133875737
126321.31168153322
129046.7053772997
95849.21108601005
137513.22379443957
162343.7407319428
188706.50093454996
146714.5905929677
150604.7120160329
123269.48741702523
192972.33860073425
87280.6393261914
218346.63016411857
211031.7715817966
110298.22279496602
150505.33996229753
79172.55183761595
165083.09562166876
129549.71580882523
88177.51300364113
115694.01014209172
243875.65916740385
162714.51143434958
152003.7761793663
69602.07480671769
92309.29536330455
130705.63827534283
189273.48179107922
135974.84646481497
142924.722620069
135190.54611421723
97023.57547944889
86651.63180051332
142231.40985785198
91166.04870259149
114112.43494456074
139342.7104059034
185935.4768319549
136596.69320026817
75079.5800992556
77326.05590856864
154812.7690581803
79473.94679820066
160286.15169328262
147016.23574145793
96118.23603227119
116170.78687044482
143008.89605572514
132570.54297348586
111874.83839059356
161395.39676148337
166520.94740952502
73986.25142166394
198535.82391349683
94915.09223586043
96375.69291931787
96940.59052303352
147113.6573140119
100153.314382671
67738.07732444753
128712.77069143821
103271.3361841434
75919.0608871028
102822.95154027255
190946.29352434486
155161.9381342828
166289.7575892989
155315.6684324408
73291.31470669815
112085.33713891309
97208.82612146922
154496.321778131
136487.96738676
172168.4479359551
77908.75130116598
111160.04369505483
123286.61931900335
73533.99759500472
99700.3441235669
155417.57232367343
109243.41174643878
119510.00724189737
111292.25772462695
333822.1793489944
201428.72165126144
93613.02652401495
80982.59494813428
70852.32673249283
119230.76021293506
143718.93054873447
141506.48477846285
98968.2135628912
251338.7707837003
180973.8020963124
167607.09977460263
217477.1628238892
157250.35775592015
131719.08960517473
270232.14519983006
156127.89759925322
65105.932158476266
139038.6967799506
98518.45325221567
182150.79839225512
108699.24467382368
237370.2574319651
118120.12679779869
113547.00506157843
133274.48190141702
120129.33624590866
151349.9503451532
95837.51286891551
104668.29054973967
97214.0719493327
114061.48491943767
107682.27077625564
108461.71700072932
75075.22399998906
82085.65788634744
135286.28229723676
151817.43562897525
132437.52039895023
177502.04330570734
155646.83584914482
177749.64553316624
119979.3422970342
133427.53974467132
176780.60693830394
130803.90258414175
137653.99533771115
118899.28843695493
89191.10402618218
97427.53368872927
54055.55069579364
113184.78434295871
85215.99936411272
195926.77839232248
110347.3620232865
118056.63984608397
164383.3148034178
268643.31786239473
108090.03115739506
92154.55474772217
122089.79912042034
104058.40362005541
122201.3933712432
88178.75780390274
101396.97432045266
137497.3982209701
129681.55610685184
95445.35155161671
95332.93232116445
138114.5733707442
134842.7663130099
166534.18404940664
164978.15152459487
91951.06629031102
137929.84408054207
116072.91597746425
66032.13884689956
128183.04903089734
229566.3723898541
161711.04321936978
160526.3414481515
142648.01621866878
139068.44618302173
162914.8413293008
184658.9718632343
85101.40215838449
292893.9803018276
70265.9810197722
107050.5171578683
119799.73835014312
153425.08674835533
130624.72324425557
151903.05702181213
121648.61190711327
201452.89724698995
110444.09966040695
121617.26575646251
79230.00911440133
170482.39768006772
53868.41576413057
254105.2966494368
92035.71900139462
84532.62332917906
127309.17784583432
166467.32275976287
152494.4795055569
94585.60209370586
74449.86867508209
119652.76567662157
118546.99533776572
91153.89271175087
79636.08229447047
145167.03304856777
